country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Seychelles,43,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sierra Leone,44,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,1.28,1.33,1.39,1.46,1.41,1.58,1.48,1.51,1.73,1.54,1.86,1.67,1.58,1.96,1.61,1.61,1.62,1.62,1.52,1.63,1.55,1.53,1.44,,
Somalia,45,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,2.86,2.73,2.59,2.46,2.5,2.53,2.46,2.35,2.41,2.5,1.59,1.69,1.73,1.79,1.83,1.9,1.96,2.01,2.08,2.14,2.2,2.28,2.49,,
South Africa,46,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,3.73,3.82,3.89,3.43,4.06,4.12,4.19,4.24,4.29,4.32,4.37,4.4,4.46,4.53,4.6,4.65,4.73,4.8,4.86,4.94,5.01,5.09,6.85,,
South Sudan,47,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,1.02,1.06,1.11,1.16,1.21,1.27,1.33,1.48,1.51,1.43,1.73,1.68,1.76,1.83,1.9,1.98,2.05,2.2,2.22,2.28,2.34,2.42,1.97,,
Sudan,48,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,3.4,3.48,3.58,3.69,3.78,3.86,3.95,4.04,5.87,4.66,3.19,3.14,3.06,3.01,3,2.9,2.85,2.77,2.74,2.65,2.58,2.5,2.01,,
Tanzania,49,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,5.1,5.23,5.35,5.56,5.66,5.8,5.96,6.14,6.93,7.71,6.97,7.83,7.76,7.59,7.48,7.08,6.25,6.69,6.42,5.63,6.01,5.29,9.11,,
Togo,50,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,1,0.89,0.88,0.88,0.86,0.85,0.73,0.82,0.8,0.77,0.82,0.56,0.63,0.6,0.48,0.54,0.48,0.36,0.56,0.29,0.22,0.14,0.07,,
Tunisia,51,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0.01,0,0,0,0.01,0,0,0.01,0,0,0,0,,
Uganda,52,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,2.1,2.13,2.45,2.4,2.48,2.47,3,2.81,2.93,3.41,3.43,3.12,3.35,3.48,4.06,4.25,3.99,3.63,2.94,3.25,3.52,3.45,2.8,,
Zambia,53,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,2.05,2.01,2.17,2.13,2.24,2.15,2.19,2.51,2.25,2.28,2.74,2.34,2.36,2.38,2.49,2.18,2.11,1.82,1.82,1.63,1.45,1.24,1.15,,
Zimbabwe,54,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,0.6,0.61,0.64,0.65,0.66,0.65,0.39,0.66,0.68,0.42,0.68,0.8,0.71,0.72,0.83,0.96,0.75,0.77,0.8,0.81,0.83,0.85,0.94,,
Algeria,1,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,319,196,259,212,197,275,298,273,323,362,803,799,985,384,877,641,507,918.76,833.88,975.83,1128.86,1529.34,,,
Angola,2,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Benin,3,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,,,
Botswana,4,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Burkina Faso,5,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Burundi,6,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cameroon,7,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cape Verde,8,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Central African Republic,9,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Chad,10,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Comoros,11,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Congo Democratic Republic,12,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,4546,4640,4636,4643,5481,5578,1337,1478,734.25,957.97,916,171,626,633.7,69,422,420,964.1,477.94,487.39,486.62,55.13,,,
Congo Republic,13,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,19.41,22.33,22.45,22,22.1,15.61,15.27,15.51,49.43,,,
Cote d'Ivoire,14,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,1238,1156,1565,1327,1409,1397,1397,772,599,484,616,637,644.89,819.8,857.43,872.17,1877,1861.64,1076.78,1065.6,1052.16,1462.82,,,
Djibouti,15,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Egypt,16,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,14,575,632,1080,1213,946,765,1065,940,1301,1747,1712,474,468.67,760,747,747,720.94,756.41,706.62,672.56,1118.69,,,
Equatorial Guinea,17,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Eritrea,18,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Eswatini,19,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Ethiopia,20,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,332,400,954,712,166,179,1356.11,1468.26,1425.23,1375.4,1641.92,,,
Gabon,21,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.23,,,
Gambia,22,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Ghana,23,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,392,302,612,604,665,639,754,246,538,752,1036,691,667,530,522,587,511,523.96,1120.19,1098.47,1238.32,1734.03,,,
Guinea,24,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Guinea Bissau,25,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Kenya,26,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,15,24,23,46,27,27,20,42,31,39,40,45,22,42.06,132.88,141.18,155.62,18.72,,,
Lesotho,27,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,,,
Liberia,28,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Libya,29,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,152,126,104,117,146,152,125,14,1,0,0,0,0,0,0,0,0,,,
Madagascar,30,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Malawi,31,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0.11,0.11,21.98,,,
Mali,32,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.94,,,
Mauritania,33,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Mauritius,34,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Morocco,35,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,643,524,818.7,151,1281,165.3,135,577.73,3232.67,3332.13,3859.55,851.2,,,
Mozambique,36,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,8435.16,10369.82,11408.33,9643.57,10401.95,12000.64,12825.66,12642.57,12378.51,13410.16,12074.85,12666.24,9791.32,9057.75,10199.21,12876,14268.52,14028.9,14710.77,15169.17,16894.75,13518.83,,,
Namibia,37,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,100,69,54,53,23,31,36,40,47,68,77,76,91,89,84,88,99,94.52,95.88,98.89,100.85,652.33,,,
Niger,38,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,1,1,2,2,2,2,2,0,0,3,0,0,0,0,0,0,0,0,,,
Nigeria,39,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,22,25,30,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560,2348.56,,,
Rwanda,40,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0.33,6.98,0.32,5.66,10,0.24,26.58,6.92,7.25,30.59,30.93,18.09,2.94,2.71,10.51,3.45,0,0,0,0,0,5.12,,,
Sao Tome and Principe,41,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Senegal,42,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Seychelles,43,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sierra Leone,44,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Somalia,45,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
South Africa,46,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,3386,6996,7242,10263,13254,13422,13589,14496,14168,14052,14668,14964,15035,13929,13836,14609,16549,15052.3,15381.06,15710.19,15770.64,13705.02,,,
South Sudan,47,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sudan,48,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Tanzania,49,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Togo,50,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Tunisia,51,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,38,25,34,172,93,73,129,81,122,161,425.93,233.8,625,499.86,500,517.66,516.72,522.08,529.61,301.68,,,
Uganda,52,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,22.09,12.12,23.25,0,17.19,5.16,3,8.14,3,14.05,52.59,53.65,99.02,103.48,103.17,99.79,136.82,298.17,204.45,189.57,178.51,392.63,,,
Zambia,53,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,753,1502,767,204,204,243,289,417,96,-169,558,693,756,1083,1256,1176,794,1062.9,3620.4,3623.74,3752.58,1473.99,,,
Zimbabwe,54,Electricity final consumption per capita,KWh per capita,Electricity,Supply,Electricity final consumption per capita (KWh),https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,36,1233,-1779,-3582,905,987,976,653,1187.3,1226,1243,369,740.48,1709.32,1847.29,2097.1,389.95,,,
Algeria,1,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,18592,19664,20739,22699,23608,26656,26456,27991,29953,27911,33470,35867,40777,40188,45751,47956.97,52288,56376.1,58152.6,59053.73,60044.33,62502.12,,,
Angola,2,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,1157,1313,1471,1629,1524,1980,2751,2625,3532,4024,4686,4875,5352,7087,8178,8384.17,5744,9182.9,11390.26,11639.17,11928.14,12204.16,,,
Benin,3,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,399,435,498,498,486,545,589,614,672,748,786,842,877,911,985,1127.8,1149,1139.36,1182.65,1213.9,1247.58,1408.53,,,
Botswana,4,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,1770,1927,2044,2244,2425,2360,2626,2599,2723,2918,3108,3118,3198,3310,3449,3552.85,3479,3294.01,3385.72,3534.01,3694.96,3995.07,,,
Burkina Faso,5,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,346.71,373.56,419.09,421.48,465.76,503.48,563.12,602.94,619.2,692.4,778.9,908.11,1205.74,1340.21,1376.98,1135.24,1167.98,2560.27,2221.88,2297.82,2391.37,2946.8,,,
Burundi,6,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,68.15,79.16,85.45,80.73,81.26,88.07,88.6,102.23,99.08,105.9,170.38,122.09,143.62,144.5,144.52,148.78,161.14,177.85,255.74,270.66,289.8,298.64,,,
Cameroon,7,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,2718,2632,2537,2807,3320,3306,4237,4217,4659,4662,4863,4770,4969,5214,5485,6070.62,6425,6694.48,6590.78,6886.83,7211.44,7530.55,,,
Cape Verde,8,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,74.99,86.06,95.53,105.35,117.01,127.21,139.27,151.87,161.31,166.84,186.94,197.04,1008.16,1014.79,1018.14,226.31,236.1,364.21,361.76,377.54,395.19,430.39,,,
Central African Republic,9,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,63.37,67.97,60.23,68.4,64.57,76.47,65.08,66.08,64.38,72.73,74.54,72.73,79.27,104.78,76.23,62.83,64.6,66.46,94.83,97.55,100.43,99.39,,,
Chad,10,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,57.04,53.94,53.94,54.56,56.42,62,64.48,61.38,60.14,60.14,62,125.86,145.7,166.94,177.32,177.66,183.8,190.57,197.99,206.12,215.01,258.15,,,
Comoros,11,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,8.91,12.47,13.81,17.37,21.83,23.61,20.05,23.17,16.93,16.48,16.48,26.55,27.77,29.2,28.96,30.05,31.03,33.29,34.26,35.31,36.45,37.69,,,
Congo Democratic Republic,12,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,4533,4611,4456,4623,4656,4883,5742,6131,6100,6654,6263,6718,7368,7252,7899,7375.66,7001,7223.75,7617,7855.82,8106.62,9652.39,,,
Congo Republic,13,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,254,266,307,302,306,344,390,420,432,481,500,606,792,802,798,807.17,805,1554.73,1634.41,1729.88,1765.07,1199.8,,,
Cote d'Ivoire,14,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,2757,2961,2935,2960,2840,2867,3125,3305,3546,3728,4117,3836,4117,4061,5808,6014.84,6615,6699.06,6923.97,7001.59,7085.4,8936.88,,,
Djibouti,15,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,175.65,181.85,192.19,202.3,212.93,231.26,238.64,250.66,252.71,266.37,288.73,288.71,393.17,447.42,479.77,479.81,488.14,581.55,604.03,620.82,640.65,663.29,,,
Egypt,16,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,64647,69166,74120,79642,85088,92085,98443,106595,111714,118903,125159,138085,140257,143323,143120,146452.09,162275,168472.08,160778.13,167156.03,173945.97,168338.5,,,
Equatorial Guinea,17,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,28.98,37.26,42.09,52.44,55.2,58.65,62.1,64.86,64.86,64.86,282.9,282.88,317.38,360.84,647.91,668.22,727.7,549.5,1204.53,1271.44,1398.3,1217.28,,,
Eritrea,18,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,167,183,201,214,218,226,214,230,227,242,256,271,285,295,283,311.63,338,353.21,369.84,388.07,408.16,317.95,,,
Eswatini,19,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,128.72,118.91,133.38,123.87,108.74,99.75,123.01,136.07,124.36,138.94,169.08,127.9,165.09,165.33,125.3,207.9,215.99,224.9,1133.21,1190.91,1269.09,1382.7,,,
Ethiopia,20,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,1419,1449,1698,1834,2051,2334,2567,2773,3126,3253,3837,4370,5276,6087,6529,7287.51,8802,9104.52,9845.6,9993.64,10153.62,11328.04,,,
Gabon,21,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,985,1054,1110,1150,1154,1179,1247,1297,1363,1372,1447,1522,1612,1729,1989,2095.24,2008,2123.14,2147.08,2275.22,2415.88,2331.93,,,
Gambia,22,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,52.54,59.99,66.96,74.4,60.72,89.75,76.73,103.25,104.18,73.03,96.26,96.26,1207.95,1207.95,1232.64,147.66,149.25,155.45,162.15,169.4,177.27,194.54,,,
Ghana,23,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,6367,6564,6219,4603,4593,5259,6657,5720,6330,6410,7124,7976,5550,8286,9808,9399.08,8416,12094.04,12388.33,12705.41,13045.85,26547,,,
Guinea,24,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,146.11,183.47,193.5,170.1,185.24,173.25,165.78,185.24,190.16,189.18,190.55,191.4,1739.36,1743.05,1743.03,243.19,256.5,270.68,285.89,302.3,320.12,1407.33,,,
Guinea Bissau,25,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,10,10,9.5,8.5,11.5,30,31,33,32.5,33.5,33.5,50.72,37.29,37.29,69.5,73.27,74.55,75.96,77.5,79.17,80.97,215.57,,,
Kenya,26,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,3310,3712,3896,4188,4463,4662,5095,5348,5469,5667,6158,6406,6637,7307,7688,7877.35,8168.42,8453.39,8761.17,9094.46,9456.5,9851.6,,,
Lesotho,27,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,200.8,217.53,220.88,242.97,215.52,240.96,378.17,404.28,424.36,505.34,545.5,544.1,331.53,494.73,407.6,432.03,439.99,862.5,770.53,793.64,820.63,849.07,,,
Liberia,28,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,19.82,20.53,20.53,19.43,20.01,20.53,21.3,21.43,7.65,12.62,19.05,25.08,25.72,25.72,67.97,70.28,72.8,75.74,77.01,78.39,79.9,402.92,,,
Libya,29,Electricity generated from biofuels and waste,GWh,Electricity,Supply,Electricity generated from biofuels and waste (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,10132,10436,13248,14327,15373,19042,21573,21883,18334,18325,19796,15808,12994,14253,10890,11675.99,13980,14562.29,15177.95,15830.05,16522,21046.19,,,
